post_id,id,title,short_title,address,state,state_code,lat,lng,types,url,email,phone
14316,8124,Georgia College & State University,Georgia College & State University,"135 W Hancock St
 Milledgeville,  GA 31061",georgia,ga,33.0812119,-83.22822959999999,['higher-ed-store'],http://gcsu.bncollege.com,sm8124@bncollege.com,+14784458398
14315,595,Georgia Gwinnett College,Georgia Gwinnett College,"1000 University Center Ln
 Lawrenceville,  GA 30043",georgia,ga,33.9813614,-84.0001335,['higher-ed-store'],http://ggc.bncollege.com,sm595@bncollege.com,+16784075986
14954,149,Georgia Institute of Technology,Georgia Tech,"460 4th St NW Building #216
 Atlanta,  GA 30313",georgia,ga,33.7748414,-84.4018399,['higher-ed-store'],http://gatech-burdells.bncollege.com,sm149@bncollege.com,+14048949531
14314,225,Georgia Institute of Technology,Georgia Tech,"48 5th St NW
 Atlanta,  GA 30308",georgia,ga,33.7766928,-84.3885828,['higher-ed-store'],http://gatech.bncollege.com,sm225@bncollege.com,+14048942515
14990,10499V,Germantown Academy,Germantown Academy,"Lower School
 340 Morris Rd,  Fort Washington,  PA 19034",pennsylvania,pa,40.1359973,-75.2171391,['k12-virtual-store'],https://bnck-12.com/germantownacademy,vb@bncservices.com,+18003253252
14711,8308,Gettysburg College,Gettysburg College,"300 N Washington St
 Gettysburg,  PA 17325",pennsylvania,pa,39.8357993,-77.2346776,['higher-ed-store'],gettysburg.bncollege.com,sm8308@bncollege.com,+17173376364
15451,36998V,Gilmour Academy,Gilmour Academy,"34001 Cedar Rd
 Gates Mills,  OH 44040",ohio,oh,41.5020439,-81.4372121,['k12-virtual-store'],https://bnck-12.com/gilmour,vb@bncservices.com,+18003253252
15245,35178V,Glenelg Country School,Glenelg Country School,"12793 Folly Quarter Rd
 Ellicott City,  MD 21042",maryland,md,39.2541893,-76.95837019999999,['k12-virtual-store'],https://bnck-12.com/glenelg,vb@bncservices.com,+18003253252
14223,8414,Glenville State University,Glenville State University,"200 High St
 Glenville,  WV 26351",west-virginia,wv,38.9355346,-80.833254,['higher-ed-store'],https://glenville.bncollege.com,sm8414@bncollege.com,+13044626365
14962,10556V,Gogebic Community College,Gogebic Community College,"4946 Jackson Rd
 Ironwood,  MI 49938",michigan,mi,46.472624,-90.16465,['higher-ed-virtual-store'],https://bnck-12.com/gogebic,vb@bncservices.com,+18003253252
14803,8109,Golden West College,Golden West College,"15744 Goldenwest St
 Huntington Beach,  CA 92647",california,ca,33.7325619,-118.0046404,['higher-ed-store'],http://goldenwest.bncollege.com,sm8109@bncollege.com,+17148958764
15186,4515V,Gonzaga College High School,Gonzaga College High School,"19 I St NW
 Washington,  DC 20001",district-of-columbia,dc,38.9005147,-77.0106275,['k12-virtual-store'],https://bnck-12.com/gonzaga,vb@bncservices.com,+18003253252
15164,35527V,Grace Brethren Junior & Senior High Schools,Grace Brethren Junior & Senior High Schools,"1350 Cherry Ave
 Simi Valley,  CA 93065",california,ca,34.2631953,-118.7502048,['k12-virtual-store'],https://bnck-12.com/gracebrethren,vb@bncservices.com,+18003253252
15116,10288V,Grace-St. Luke’s Episcopal School,Grace-St. Luke's Episcopal School,"246 S Belvedere Blvd
 Memphis,  TN 38104",tennessee,tn,35.1327225,-90.0049545,['k12-virtual-store'],https://bnck-12.com/gracestlukes,vb@bncservices.com,+18003253252
14312,107,Grambling State University,Grambling State University,"Brown Hall
 403 Main St,  Grambling,  LA 71245",louisiana,la,32.5221156,-92.71450469999999,['higher-ed-store'],http://gram.bncollege.com,sm107@bncollege.com,+13182470661
17995,,Grand Rapids Community College,,"
",,,,,[],,,
17310,8456	,Grand Rapids Community College,Grand Rapids Community College,"Grand Rapids CC Bookstore
 122 Lyon St NE,  Grand Rapids,  MI",michigan,mi,42.967013,-85.6657156,['Higher Ed Store'],https://grccbookstore.bncollege.com,sm8456@bncollege.com,+16162343880
15548,8382V,Granite State College,Granite State College,"229 Main St
 Keene,  NH 03431",new-hampshire,nh,42.9258384,-72.2813891,['higher-ed-virtual-store'],https://granite.bncollege.com,sm8382@bncollege.com,+16033582651
19458,8515,Grayson College,Grayson College,"6101 Grayson Drive (Hwy 691) Denison TX 75020
",texas,tx,33.7072386,-96.6318738,['higher-ed-store'],https://grayson.bncollege.com,sm8515@bncollege.com,+19034638631
19531,11345,Great Hearts Texas,Great Hearts Texas,"5538 Research Drive
 San Antonio,  TX 78240",texas,tx,29.54319199999999,-98.58773830000001,['k12-virtual-store'], https://bncvirtual.com/ghtx,vb@bncservices.com,+18003253252
15379,37870V,Great Lakes Christian College,Great Lakes Christian College,"6211 W Willow Hwy
 Lansing,  MI 48917",michigan,mi,42.754214,-84.6382659,['higher-ed-virtual-store'],https://bncvirtual.com/glcc,vb@bncservices.com,+18003253252
15348,37929V,Greenhill School,Greenhill School,"4141 Spring Valley Rd
 Addison,  TX 75001",texas,tx,32.9424044,-96.84393589999999,['k12-virtual-store'],https://bnck-12.com/greenhill,vb@bncservices.com,+18003253252
15353,37913V,Greenhills School,Greenhills School,"850 Greenhills Dr
 Ann Arbor,  MI 48105",michigan,mi,42.2853602,-83.6786389,['k12-virtual-store'],https://bnck-12.com/greenhills,vb@bncservices.com,+18003253252
15093,35816V,Greens Farms Academy,Greens Farms Academy,"35 Beachside Ave
 Westport,  CT 06880",connecticut,ct,41.1202468,-73.3148295,['k12-virtual-store'],https://bnck-12.com/gfacademy,vb@bncservices.com,+18003253252
15232,3145V,Greenwich Academy,Greenwich Academy,"200 N Maple Ave
 Greenwich,  CT 06830",connecticut,ct,41.0411411,-73.6275892,['k12-virtual-store'],https://bnck-12.com/greenwich,vb@bncservices.com,+18003253252
15360,37353V,Griggs International Academy,Griggs International Academy,"8903 US-31 #2
 Calera,  AL 35040",alabama,al,33.0936353,-86.75137889999999,['k12-virtual-store'],https://bnck-12.com/griggs,vb@bncservices.com,+18003253252
14311,311,Grossmont College,Grossmont College,"8800 Grossmont College Dr b
 El Cajon,  CA 92020",california,ca,32.8167823,-117.0062922,['higher-ed-store'],http://grossmont.bncollege.com,sm311@bncollege.com,+16196447674
15300,2123V,Groton School,Groton School,"282 Farmers Row
 Groton,  MA 01450",massachusetts,ma,42.593583,-71.58393749999999,['k12-virtual-store'],https://bnck-12.com/groton,vb@bncservices.com,+18003253252
15519,37574V,Guerin Catholic High School,Guerin Catholic High School,"15300 Gray Rd
 Noblesville,  IN 46062",indiana,in,40.0106603,-86.08696479999999,['k12-virtual-store'],https://bnck-12.com/guerincatholic,vb@bncservices.com,+18003253252
15328,37943V,Gunston School,Gunston School,"911 Gunston Rd
 Centreville,  MD 21617",maryland,md,39.0699168,-76.0927378,['k12-virtual-store'],https://bnck-12.com/gunston,vb@bncservices.com,+18003253252
15085,36120V,Hackley School,Hackley School,"293 Benedict Ave
 Tarrytown,  NY 10591",new-york,ny,41.0696842,-73.841309,['k12-virtual-store'],https://bnck-12.com/hackleyschool,vb@bncservices.com,+18003253252
15074,36156V,Hamden Hall Country Day School,Hamden Hall Country Day School,"1108 Whitney Ave
 Hamden,  CT 06517",connecticut,ct,41.3420826,-72.91361959999999,['k12-virtual-store'],https://bnck-12.com/hamdenhall,vb@bncservices.com,+18003253252
14310,222,Hamilton College,Hamilton College,"198 College Hill Rd
 Clinton,  NY 13323",new-york,ny,43.0498616,-75.40603759999999,['higher-ed-store'],http://hamilton.bncollege.com,sm222@bncollege.com,+13158594242
19454,11322,Hampden-Sydney College,Hampden-Sydney College,"1 College Road
 Hampden-Sydney,  VA 23901",virginia,va,37.2405996,-78.4593202,['higher-ed-virtual-store'],https://bncvirtual.com/hscva,vb@bncservices.com,+18003253252
15460,36733V,Hampton Park Christian School,Hampton Park Christian School,"Brown Building
 875 State Park Rd,  Greenville,  SC 29609",south-carolina,sc,34.8980634,-82.3949748,['k12-virtual-store'],https://bnck-12.com/hamptonpark,vb@bncservices.com,+18003253252
14309,610,Hanover College,Hanover College,"Hanover
 IN 47243",indiana,in,38.7142263,-85.4735707,['higher-ed-store'],http://hanover.bncollege.com,sm610@bncollege.com,+18128667120
15396,37228V,Harker School,Harker School,"500 Saratoga Ave
 San Jose,  CA 95128",california,ca,37.3179812,-121.9715813,['k12-virtual-store'],https://bnck-12.com/harker,vb@bncservices.com,+18003253252
15389,37253V,Harrisburg University of Science and Technology,Harrisburg Univ Science/Technology,"326 Market St
 Harrisburg,  PA 17101",pennsylvania,pa,40.2619419,-76.8803384,['higher-ed-virtual-store'],https://bncvirtual.com/harrisburgu,vb@bncservices.com,+18003253252
14308,208,Hartwick College,Hartwick College,"Hartwick Dr
 Oneonta,  NY 13820",new-york,ny,42.4584215,-75.0715954,['higher-ed-store'],http://hartwick.bncollege.com,sm208@bncollege.com,+16074314340
14209,301,Harvard University,Harvard University,"10 Shattuck St
 Boston,  MA 02115",massachusetts,ma,42.33522,-71.10358409999999,['higher-ed-store'],https://harvardcoopbooks.bncollege.com/shop/harvard-coop-books/home,sm301@bncollege.com,+16174992000
14539,305,Harvard University,Harvard University,"84 Massachusetts Ave
 Cambridge,  MA 02139",massachusetts,ma,42.35901399999999,-71.0947224,['higher-ed-store'],http://harvardcoopbooks.bncollege.com,sm305@bncollege.com,+16174993240
14540,304,Harvard University,Harvard University,"3 Cambridge Center
 325 Main St,  Cambridge,  MA 02142",massachusetts,ma,42.3627386,-71.08663949999999,['higher-ed-store'],http://mitcoopbooks.bncollege.com,sm304@bncollege.com,+16174993200
14305,300,Harvard University,Harvard University,"50
 1400 Massachusetts Ave,  Cambridge,  MA 02138",massachusetts,ma,42.3736022,-71.1201102,['higher-ed-store'],http://harvardcoopbooks.bncollege.com,sm300@bncollege.com,+16174992000
14306,303,Harvard University,Harvard University,"10 Everett St
 Cambridge,  MA 02138",massachusetts,ma,42.3797679,-71.1190961,['higher-ed-store'],http://harvard-lawcoopbooks.bncollege.com,sm303@bncollege.com,+16174993255
14307,302,Harvard University,Harvard University,"pangler Center
 117 Western Ave,  Boston,  MA 02163",massachusetts,ma,42.3651974,-71.1221999,['higher-ed-store'],http://harvardcoopbooks.bncollege.com,sm302@bncollege.com,+16174993248
15070,36185V,Hathaway Brown School,Hathaway Brown School,"19600 N Park Blvd
 Shaker Heights,  OH 44122",ohio,oh,41.4816969,-81.54093739999999,['k12-virtual-store'],https://bnck-12.com/hb,vb@bncservices.com,+18003253252
14283,8094,Hawaii Pacific University,Hawaii Pacific University,"3 Aloha Tower Dr #1207
 Honolulu,  HI 96813",hawaii,hi,21.3069567,-157.8650344,['higher-ed-store'],http://hpu.bncollege.com,sm8094@bncollege.com,+18085440290
15473,37689V,Hawaii Preparatory Academy,Hawaii Preparatory Academy,"65-1692 Kohala Mountain Rd
 Waimea,  HI 96743",hawaii,hi,20.0298207,-155.6987685,['k12-virtual-store'],https://bnck-12.com/hpa,vb@bncservices.com,+18003253252
14925,074,Hazard Community & Technical College,Hazard Community & Technical College,"15 Community College Dr
 Hazard,  KY 41701",kentucky,ky,37.2340947,-83.1746589,['higher-ed-store'],http://hazardctc.bncollege.com,sm074@bncollege.com,+16064873142
15138,35607V,Head-Royce School,Head-Royce School,"4315 Lincoln Ave
 Oakland,  CA 94602",california,ca,37.8093777,-122.2033379,['k12-virtual-store'],https://bnck-12.com/headroyce,vb@bncservices.com,+18003253252
15388,37851V,Heidelberg University,Heidelberg University,"310 E Market St
 Tiffin,  OH 44883",ohio,oh,41.1163289,-83.16806439999999,['higher-ed-virtual-store'],https://bncvirtual.com/heidelberg,vb@bncservices.com,+18003253252
14923,056,Henderson Community College,Henderson Community College,"2660 S Green St
 Henderson,  KY 42420",kentucky,ky,37.797129,-87.65253539999999,['higher-ed-store'],http://henderson.bncollege.com,sm056@bncollege.com,+12708319781
15182,5648V,Heritage University,Heritage University,"3240 Fort Rd
 Toppenish,  WA 98948",washington,wa,46.373631,-120.394378,['higher-ed-virtual-store'],https://bncvirtual.com/heritage,vb@bncservices.com,+18003253252
14282,8254,Herkimer County Community College,Herkimer County Community College,"100 Reservoir Rd
 Herkimer,  NY 13350",new-york,ny,43.0322822,-75.00624599999999,['higher-ed-store'],https://herkimer.bncollege.com,sm8254@bncollege.com,+13158661550
15254,2823V,Hesston College,Hesston College,"301 S Main St
 Hesston,  KS 67062",kansas,ks,38.1345466,-97.4339328,['higher-ed-virtual-store'],https://bncvirtual.com/hesston,vb@bncservices.com,+18003253252
14281,470,High Point University,High Point University,"833 Montlieu Ave
 High Point,  NC 27262",north-carolina,nc,35.971217,-79.9969314,['higher-ed-store'],http://highpoint.bncollege.com,sm470@bncollege.com,+13368419221
17999,,Hillsborough Community College,,"
",,,,,[],,,
18001,,Hillsborough Community College,,"
",,,,,[],,,
18014,,Hillsborough Community College,,"
",,,,,[],,,
18015,,Hillsborough Community College,,"
",,,,,[],,,
18021,,Hillsborough Community College,,"
",,,,,[],,,
17314,8477,Hillsborough Community College,Hillsborough Community College,"10451 Nancy Watkins Dr
 Tampa,  FL",florida,fl,27.9691854,-82.3288687,['Higher Ed Store'],https://hccfl.bncollege.com,sm8477@bncollege.com,+18132537815
17317,8480,Hillsborough Community College,Hillsborough Community College,"1206 N Park Rd
 Plant City,  FL",florida,fl,28.0268801,-82.10385120000001,['Higher Ed Store'],https://hccfl.bncollege.com,sm8480@bncollege.com,+18137572118
17330,8476,Hillsborough Community College,Hillsborough Community College,"4001 W Tampa Bay Blvd
 Tampa,  FL",florida,fl,27.9762173,-82.50979799999999,['Higher Ed Store'],https://hccfl.bncollege.com,sm8476@bncollege.com,+18132537214
17331,8478,Hillsborough Community College,Hillsborough Community College,"2112 N 15th St
 Tampa,  FL",florida,fl,27.9630089,-82.4432353,['Higher Ed Store'],https://hccfl.bncollege.com,sm8478@bncollege.com,+18132537615
17339,8479,Hillsborough Community College,Hillsborough Community College,"551 24th St NE
 Ruskin,  FL",florida,fl,27.7168254,-82.4022061,['Higher Ed Store'],https://hccfl.bncollege.com,sm8479@bncollege.com,+18132537000
14184,8390,Hinds Community College,Hinds Community College,"Pearl Dr
 Pearl,  MS 39208",mississippi,ms,32.2804597,-90.1317987,['higher-ed-store'],https://hindscc.bncollege.com/shop/hinds-community-college-raymond-rankin-utica/home,sm8390@bncollege.com,+16018573339
14189,8389,Hinds Community College,Hinds Community College,"501 E Main St
 Raymond,  MS 39154",mississippi,ms,32.2558865,-90.41682589999999,['higher-ed-store'],https://hindscc.bncollege.com,sm8389@bncollege.com,+16018573339
14191,8391,Hinds Community College,Hinds Community College,"34175 MS-18
 Utica,  MS 39175",mississippi,ms,32.0470005,-90.6230315,['higher-ed-store'],https://hindscc.bncollege.com/shop/hinds-community-college-raymond-rankin-utica/home,sm8391@bncollege.com,+16018573339
15409,37822V,Hinsdale Township High School Central,Hinsdale Township High School Central,"55th and Grant St
 5500 S Grant St,  Hinsdale,  IL 60521",illinois,il,41.7879546,-87.9321015,['k12-virtual-store'],https://bnck-12.com/hinsdalecentral,vb@bncservices.com,+18003253252
15407,37827V,Hinsdale Township High School South,Hinsdale Township High School South,"7401 Clarendon Hills Rd
 Darien,  IL 60561",illinois,il,41.753815,-87.9523193,['k12-virtual-store'],https://bnck-12.com/hinsdalesouth,vb@bncservices.com,+18003253252
14715,8299,Hobart and William Smith Colleges,Hobart and William Smith Colleges,"ollege Store
 Geneva,  NY 14456",new-york,ny,42.8564039,-76.9829121,['higher-ed-store'],https://hws.bncollege.com,sm8299@bncollege.com,+13157813449
14280,308,Hofstra University,Hofstra University,"1000 Hempstead Turnpike
 Hempstead,  NY 11549",new-york,ny,40.7166872,-73.5993965,['higher-ed-store'],http://hofstra.bncollege.com,sm308@bncollege.com,+15164636654
15160,35572V,Holland Hall School,Holland Hall School,"5666 E 81st St
 Tulsa,  OK 74137",oklahoma,ok,36.0447575,-95.91368,['k12-virtual-store'],https://bnck-12.com/hollandhall,vb@bncservices.com,+18003253252
15075,36153V,Holton-Arms School,Holton-Arms School,"7303 River Rd
 Bethesda,  MD 20817",maryland,md,38.9916763,-77.1481568,['k12-virtual-store'],https://bnck-12.com/holtonarms,vb@bncservices.com,+18003253252
15137,35624V,Holy Cross School,Holy Cross School,"4950 Dauphine St
 New Orleans,  LA 70117",louisiana,la,29.95958199999999,-90.024267,['k12-virtual-store'],https://bnck-12.com/holycross,vb@bncservices.com,+18003253252
15366,37311V,Holy Family High School,Holy Family High School,"5195 W 144th Ave
 Broomfield,  CO 80023",colorado,co,39.9606399,-105.0494857,['k12-virtual-store'],https://bnck-12.com/holyfamilyhs,vb@bncservices.com,+18003253252
14279,391,Holy Family University,Holy Family University,"9801 Frankford Ave
 Philadelphia,  PA 19114",pennsylvania,pa,40.0605054,-74.9886412,['higher-ed-store'],http://holyfamily.bncollege.com,sm391@bncollege.com,+12673413588
15465,37715V,Holy Innocents’ Episcopal School,Holy Innocents' Episcopal School,"805 Mount Vernon Hwy
 Atlanta,  GA 30327",georgia,ga,33.9084733,-84.41400329999999,['k12-virtual-store'],https://bnck-12.com/hies,vb@bncservices.com,+18003253252
15144,7042V,Holy Spirit High School,Holy Spirit High School,"http://www.holyspirithighschool.com/apps/contact/
 500 S New Rd,  Absecon,  NJ 08201",new-jersey,nj,39.4163885,-74.5089745,['k12-virtual-store'],https://bnck-12.com/holyspiriths,vb@bncservices.com,+18003253252
15121,10238V,Hopkins School,Hopkins School,"Hopkins School
 Thompson Hall,  986 Forest Rd,  New Haven,  CT 06515",connecticut,ct,41.3193905,-72.9736915,['k12-virtual-store'],https://bnck-12.com/hopkins,vb@bncservices.com,+18003253252
14922,071,Hopkinsville Community College,Hopkinsville Community College,"720 North Dr
 Hopkinsville,  KY 42240",kentucky,ky,36.8825283,-87.4875023,['higher-ed-store'],https://kctcs-vli.bncollege.com/shop/hopkinsville-ctc/home?userId=-1002&campusId=52074,sm071@bncollege.com,+12707073920
15590,35865V,Horace Mann School,Horace Mann School,"231 W 246th St
 Bronx,  NY 10471",new-york,ny,40.8931192,-73.899225,['k12-virtual-store'],https://bnck-12.com/horacemann,vb@bncservices.com,+18003253252
14235,160,Horry-Georgetown Technical College,Horry-Georgetown Technical College,"3669 Pampas Dr
 Myrtle Beach,  SC 29577",south-carolina,sc,33.6495562,-78.9416906,['higher-ed-store'],http://hortec.bncollege.com,sm160@bncollege.com,+18434772089
14276,161,Horry-Georgetown Technical College,Horry-Georgetown Technical College,"4003 S Fraser St
 Georgetown,  SC 29440",south-carolina,sc,33.3204638,-79.3211948,['higher-ed-store'],http://hortec.bncollege.com,sm161@bncollege.com,+18435459898
14277,394,Horry-Georgetown Technical College,Horry-Georgetown Technical College,"2050 US-501
 Conway,  SC 29526",south-carolina,sc,33.7962277,-79.00219369999999,['higher-ed-store'],http://hortec.bncollege.com,sm394@bncollege.com,+18433495220
15487,36698V,Houston Christian High School,Houston Christian High School,"2700 W Sam Houston Pkwy N
 Houston,  TX 77043",texas,tx,29.8206366,-95.5605794,['k12-virtual-store'],https://bnck-12.com/houstonchristianhs,vb@bncservices.com,+18003253252
14522,515,Houston Community College,Houston Community College,"1215 Holman St # 102
 Houston,  TX 77004",texas,tx,29.7386934,-95.3764312,['higher-ed-store'],http://hccs.bncollege.com,sm515@bncollege.com,+17135280872
14269,519,Houston Community College,Houston Community College,"5601 W Loop S
 Houston,  TX 77081",texas,tx,29.7214016,-95.4573046,['higher-ed-store'],http://hccs-west.bncollege.com,sm519@bncollege.com,+17132180391
14270,520,Houston Community College,Houston Community College,"1010 W Sam Houston Pkwy N
 Houston,  TX 77043",texas,tx,29.7863962,-95.56071469999999,['higher-ed-store'],http://hccs-town.bncollege.com,sm520@bncollege.com,+17134685300
14271,516,Houston Community College,Houston Community College,"1550 Foxlake Dr #109
 Houston,  TX 77084",texas,tx,29.7902936,-95.7143513,['higher-ed-store'],http://hccs-katy.bncollege.com,sm516@bncollege.com,+17137185982
14272,518,Houston Community College,Houston Community College,"10041 Cash Rd #119
 Stafford,  TX 77477",texas,tx,29.6260697,-95.55606759999999,['higher-ed-store'],http://hccs-southwest.bncollege.com,sm518@bncollege.com,+12814996413
14273,508,Houston Community College,Houston Community College,"8001 Fulton St
 Houston,  TX 77022",texas,tx,29.833151,-95.3776788,['higher-ed-store'],http://hccs-northline.bncollege.com,sm508@bncollege.com,+17136921472
14274,517,Houston Community College,Houston Community College,"2811 Hayes Rd c120
 Houston,  TX 77082",texas,tx,29.7334655,-95.57501959999999,['higher-ed-store'],http://hccs-alief.bncollege.com,sm517@bncollege.com,+17137186656
14275,509,Houston Community College,Houston Community College,"6815 Rustic St
 Houston,  TX 77087",texas,tx,29.7046824,-95.29762099999999,['higher-ed-store'],http://hccs-eastside.bncollege.com,sm509@bncollege.com,+17136401441
14721,8103,Howard University,Howard University,"2900 Van Ness St NW
 Washington,  DC 20008",district-of-columbia,dc,38.9426869,-77.0594146,['higher-ed-store'],http://law.howard.bncollege.com,sm8103@bncollege.com,+12028068106
14267,8102,Howard University,Howard University,"2225 Georgia Ave NW
 Washington,  DC 20059",district-of-columbia,dc,38.9198244,-77.021632,['higher-ed-store'],http://http://howard.bncollege.com,sm8102@bncollege.com,+12022382640
14966,10711V,Hutchison School,Hutchison School,"1740 Ridgeway Rd
 Memphis,  TN 38119",tennessee,tn,35.0918123,-89.8552788,['k12-virtual-store'],https://bnck-12.com/hutchisonschool,vb@bncservices.com,+18003253252
15515,37585V,IC Catholic Prep,IC Catholic Prep,"217 S Cottage Hill Ave
 Elmhurst,  IL 60126",illinois,il,41.8953388,-87.94194350000001,['k12-virtual-store'],https://bnck-12.com/iccatholicprep,vb@bncservices.com,+18003253252
14741,8359,Idaho State University,Idaho State University,"Graveley Hall
 921 S 8th Ave,  Pocatello,  ID 83209",idaho,id,42.8613521,-112.433097,['higher-ed-store'],https://isu.bncollege.com,sm8359@bncollege.com,+12082823239
14792,8360,Idaho State University,Idaho State University,"1784 Science Center Dr
 Idaho Falls,  ID 83402",idaho,id,43.5183705,-112.0522632,['higher-ed-store'],https://isu.bncollege.com,sm8360@bncollege.com,+12082823237
18451,00000,Illinois Institute of Technology,Illinois Institute of Technology,"10 West 35th Street
 Chicago,  IL",illinois,il,41.8310053,-87.6270397,['Higher Ed Virtual Store'],https://bncvirtual.com/illinoistech,vb@bncservices.com,+18003253252
15010,10509V,IMG Academy,IMG Academy,"5650 Bollettieri Blvd
 Bradenton,  FL 34210",florida,fl,27.440824,-82.6056246,['k12-virtual-store'],https://bnck-12.com/imgacademy,vb@bncservices.com,+18003253252
15094,35815V,Incarnate Word Academy,Incarnate Word Academy,"609 Crawford St
 Houston,  TX 77002",texas,tx,29.7561086,-95.3572871,['k12-virtual-store'],https://bnck-12.com/incarnateword,vb@bncservices.com,+18003253252
14933,524,Indiana State University,Indiana State University,"25 N 4th St
 Terre Haute,  IN 47807",indiana,in,39.46732799999999,-87.4120049,['higher-ed-store'],http://indiana-state.bncollege.com,sm524@bncollege.com,+18122322665
14973,37441V,Interdenominational Theological Center,Interdenominational Theol Center,"700 M.L.K. Jr Dr SW
 Atlanta,  GA 30314",georgia,ga,33.7540108,-84.4094286,['higher-ed-virtual-store'],https://bncvirtual.com/itc,vb@bncservices.com,+18003253252
14983,37402V,Iolani School,Iolani School,"563 Kamoku St
 Honolulu,  HI 96826",hawaii,hi,21.286194,-157.824549,['k12-virtual-store'],https://bnck-12.com/iolani,vb@bncservices.com,+18003253252
15505,37636V,Iowa Lakes Community College,Iowa Lakes Community College,"19 S 7th St
 Estherville,  IA 51334",iowa,ia,43.4013635,-94.83561840000002,['higher-ed-virtual-store'],https://bncvirtual.com/iowalakes,vb@bncservices.com,+18003253252
15157,35599V,Isidore Newman School,Isidore Newman School,"1903 Jefferson Ave
 New Orleans,  LA 70115",louisiana,la,29.9308203,-90.11133889999999,['k12-virtual-store'],https://bnck-12.com/newmanschool,vb@bncservices.com,+18003253252
14763,8324,Ivy Tech Community College-Anderson,Ivy Tech Community College-Anderson,"815 E 60th St
 Anderson,  IN 46013",indiana,in,40.0528109,-85.6695738,['higher-ed-store'],https://ivytech.bncollege.com,sm8324@bncollege.com,+17656437133
14754,8314,Ivy Tech Community College-Bloomington,Ivy Tech Community College-Bloomington,"200 Daniels Way
 Bloomington,  IN 47404",indiana,in,39.1667548,-86.59699979999999,['higher-ed-store'],https://ivytech.bncollege.com,sm8314@bncollege.com,+18123306100
14761,8322,Ivy Tech Community College-Columbus,Ivy Tech Community College-Columbus,"4555 Central Ave
 Columbus,  IN 47203",indiana,in,39.251737,-85.9028177,['higher-ed-store'],https://ivytech.bncollege.com,sm8322@bncollege.com,+18123745250
14758,8318,Ivy Tech Community College-Evansville,Ivy Tech Community College-Evansville,"3407 N First Ave
 Evansville,  IN 47710",indiana,in,38.0100916,-87.57362429999999,['higher-ed-store'],https://ivytech.bncollege.com,sm8318@bncollege.com,+18124291418
14724,8312,Ivy Tech Community College-Fort Wayne,Ivy Tech Community College-Fort Wayne,"3701 Dean Dr
 Fort Wayne,  IN 46835",indiana,in,41.122532,-85.09402999999999,['higher-ed-store'],https://ivytech.bncollege.com,sm8312@bncollege.com,+12604804216
14722,8310,Ivy Tech Community College-Indianapolis,Ivy Tech Community College-Indianapolis,"Ivy Tech Community College - Illinois Fall Creek Center
 2535 N Capitol Ave,  Indianapolis,  IN 46208",indiana,in,39.8036173,-86.1602726,['higher-ed-store'],https://ivytech.bncollege.com,sm8310@bncollege.com,+13179214793
14760,8321,Ivy Tech Community College-Indianapolis,Ivy Tech Community College-Indianapolis,"9301 E 59th St
 Indianapolis,  IN 46216",indiana,in,39.8617086,-86.0055397,['higher-ed-store'],https://ivytech.bncollege.com,sm8321@bncollege.com,+13179214693
14762,8323,Ivy Tech Community College-Kokomo,Ivy Tech Community College-Kokomo,"Main Building
 1815 E Morgan St b,  Kokomo,  IN 46901",indiana,in,40.504617,-86.1068634,['higher-ed-store'],https://ivytech.bncollege.com,sm8323@bncollege.com,+17654590561
14725,8313,Ivy Tech Community College-Lafayette,Ivy Tech Community College-Lafayette,"3101 S Creasy Ln
 Lafayette,  IN 47905",indiana,in,40.3837738,-86.84023049999999,['higher-ed-store'],https://ivytech.bncollege.com,sm8313@bncollege.com,+17652695255
14757,8317,Ivy Tech Community College-Lake County,Ivy Tech Community College-Lake County,"410 E Columbus Dr
 East Chicago,  IN 46312",indiana,in,41.6399145,-87.4667432,['higher-ed-store'],https://ivytech.bncollege.com,sm8317@bncollege.com,+12193923600
14766,8327,Ivy Tech Community College-Madison,Ivy Tech Community College-Madison,"590 Ivy Tech Dr
 Madison,  IN 47250",indiana,in,38.7803678,-85.3761897,['higher-ed-store'],https://ivytech.bncollege.com,sm8327@bncollege.com,+18128652580
14767,8328,Ivy Tech Community College-Marion,Ivy Tech Community College-Marion,"261 Commerce Dr
 Marion,  IN 46953",indiana,in,40.5496388,-85.5558624,['higher-ed-store'],https://ivytech.bncollege.com,sm8328@bncollege.com,+17656513100
14222,8319,Ivy Tech Community College-Muncie,Ivy Tech Community College-Muncie,"345 S High St
 Muncie,  IN 47305",indiana,in,40.1914491,-85.3883369,['higher-ed-store'],https://ivytech.bncollege.com,sm8319@bncollege.com,+17652892291
14185,8419,Ivy Tech Community College-Noblesville,Ivy Tech Community College-Noblesville,"300 N 17th St #106
 Noblesville,  IN 46060",indiana,in,40.0481807,-86.002083,['higher-ed-store'],https://ivytech.bncollege.com/shop/ivy-hamilton/home,sm8419@bncollege.com,+13179167970
14764,8325,Ivy Tech Community College-Richmond,Ivy Tech Community College-Richmond,"Johnson Hall
 2357 Chester Blvd,  Richmond,  IN 47374",indiana,in,39.8709296,-84.88073279999999,['higher-ed-store'],https://ivytech.bncollege.com,sm8325@bncollege.com,+17659662656
